make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
suzuki,reno,2007,regular_unleaded,127.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,28,20,481
kia,spectra,2008,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,30,23,1720
chevrolet,c/k_1500_series,1997,regular_unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,,large,extended_cab_pickup,19,14,1385
ford,f-150,2017,flex-fuel_(unleaded/e85),385.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,21,15,5657
chevrolet,uplander,2006,regular_unleaded,201.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,23,16,1385
audi,tt_rs,2013,premium_unleaded_(required),360.0,5.0,manual,all_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,coupe,25,18,3105
chrysler,300,2017,regular_unleaded,292.0,6.0,automatic,all_wheel_drive,4.0,,large,sedan,27,18,1013
mercedes-benz,300-class,1992,regular_unleaded,177.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,wagon,20,15,617
porsche,718_cayman,2017,premium_unleaded_(required),350.0,4.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,coupe,26,20,1715
ford,windstar,2003,regular_unleaded,200.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,22,16,5657
plymouth,grand_voyager,1998,regular_unleaded,150.0,6.0,automatic,front_wheel_drive,4.0,,large,passenger_minivan,22,17,535
mercedes-benz,sl-class,2015,premium_unleaded_(required),329.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,27,20,617
toyota,tundra,2017,flex-fuel_(unleaded/e85),381.0,8.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,18,13,2031
buick,verano,2017,regular_unleaded,180.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,31,21,155
kia,optima_hybrid,2015,regular_unleaded,199.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,sedan,39,35,1720
chevrolet,venture,2004,regular_unleaded,185.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,24,17,1385
suzuki,aerio,2006,regular_unleaded,155.0,4.0,automatic,all_wheel_drive,4.0,,compact,sedan,26,21,481
kia,borrego,2009,regular_unleaded,276.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,21,17,1720
toyota,sienna,2015,regular_unleaded,266.0,6.0,automatic,front_wheel_drive,4.0,,large,passenger_minivan,25,18,2031
lamborghini,gallardo,2012,premium_unleaded_(required),560.0,10.0,manual,all_wheel_drive,2.0,"exotic,high-performance",compact,coupe,20,12,1158
subaru,impreza,2015,regular_unleaded,148.0,4.0,automatic,all_wheel_drive,4.0,,compact,sedan,37,28,640
saab,9-2x,2005,premium_unleaded_(required),227.0,4.0,manual,all_wheel_drive,4.0,"luxury,performance",compact,wagon,24,17,376
gmc,sierra_1500,2015,flex-fuel_(unleaded/e85),285.0,6.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,22,17,549
dodge,ram_250,1993,regular_unleaded,230.0,8.0,manual,four_wheel_drive,2.0,,large,extended_cab_pickup,15,12,1851
suzuki,xl7,2007,regular_unleaded,252.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,21,16,481
chrysler,200,2015,flex-fuel_(unleaded/e85),295.0,6.0,automatic,all_wheel_drive,4.0,"flex_fuel,performance",midsize,sedan,29,18,1013
volkswagen,jetta_sportwagen,2013,regular_unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,,compact,wagon,31,24,873
audi,r8,2014,premium_unleaded_(required),550.0,10.0,manual,all_wheel_drive,2.0,"luxury,high-performance",compact,coupe,19,12,3105
mercedes-benz,b-class_electric_drive,2015,electric,177.0,0.0,direct_drive,front_wheel_drive,4.0,"hatchback,luxury",compact,4dr_hatchback,82,85,617
mazda,3,2015,regular_unleaded,184.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,37,27,586
ford,aspire,1995,regular_unleaded,63.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,38,31,5657
honda,civic,2017,regular_unleaded,174.0,4.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,42,32,2202
ford,escape_hybrid,2009,regular_unleaded,177.0,4.0,automatic,all_wheel_drive,4.0,"crossover,hybrid",compact,4dr_suv,27,29,5657
volkswagen,jetta_gli,2013,premium_unleaded_(recommended),200.0,4.0,automated_manual,front_wheel_drive,4.0,performance,midsize,sedan,32,24,873
ford,f-150,2015,flex-fuel_(unleaded/e85),385.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,21,15,5657
suzuki,esteem,2001,regular_unleaded,122.0,4.0,manual,front_wheel_drive,4.0,,compact,wagon,32,24,481
chrysler,crossfire,2006,premium_unleaded_(required),215.0,6.0,manual,rear_wheel_drive,2.0,performance,compact,convertible,23,15,1013
mercedes-benz,cls-class,2015,premium_unleaded_(required),402.0,8.0,automatic,all_wheel_drive,4.0,"luxury,high-performance",midsize,sedan,24,17,617
alfa_romeo,4c,2016,premium_unleaded_(required),237.0,4.0,automated_manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,coupe,34,24,113
suzuki,aerio,2007,regular_unleaded,155.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,28,22,481
gmc,canyon,2015,regular_unleaded,305.0,6.0,automatic,rear_wheel_drive,4.0,,compact,crew_cab_pickup,26,18,549
ford,e-series_van,2014,flex-fuel_(unleaded/e85),225.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,midsize,cargo_van,16,13,5657
bmw,x1,2016,premium_unleaded_(required),228.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,32,22,3916
volvo,740,1992,regular_unleaded,114.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,wagon,26,18,870
chevrolet,impala_limited,2014,flex-fuel_(unleaded/e85),300.0,6.0,automatic,front_wheel_drive,4.0,"flex_fuel,performance",large,sedan,30,18,1385
tesla,model_s,2016,electric,,0.0,direct_drive,all_wheel_drive,,"exotic,high-performance",large,sedan,105,92,1391
saab,9-7x,2008,regular_unleaded,285.0,6.0,automatic,all_wheel_drive,4.0,luxury,midsize,4dr_suv,20,14,376
mitsubishi,raider,2007,regular_unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,,compact,crew_cab_pickup,20,15,436
mitsubishi,outlander_sport,2015,regular_unleaded,168.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,28,23,436
ford,f-150,2017,regular_unleaded,325.0,6.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,23,18,5657
cadillac,ats,2016,regular_unleaded,335.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",midsize,sedan,30,20,1624
volvo,740,1990,regular_unleaded,153.0,4.0,manual,rear_wheel_drive,4.0,luxury,midsize,wagon,26,19,870
toyota,tacoma,2016,regular_unleaded,278.0,6.0,automatic,rear_wheel_drive,4.0,,compact,extended_cab_pickup,24,19,2031
mercedes-benz,cl-class,2014,premium_unleaded_(required),621.0,12.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",large,coupe,18,12,617
dodge,shadow,1992,regular_unleaded,93.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,23,1851
volvo,xc90,2016,premium_unleaded_(recommended),250.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,25,22,870
toyota,prius_c,2016,regular_unleaded,99.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,hybrid",compact,4dr_hatchback,46,53,2031
dodge,daytona,1993,regular_unleaded,141.0,6.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,25,17,1851
volkswagen,golf_gti,2015,premium_unleaded_(recommended),220.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,33,25,873
chevrolet,cavalier,2003,regular_unleaded,140.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,30,22,1385
chevrolet,suburban,2017,flex-fuel_(unleaded/e85),355.0,8.0,automatic,rear_wheel_drive,4.0,"flex_fuel,performance",large,4dr_suv,23,16,1385
hyundai,sonata,2015,regular_unleaded,185.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,37,25,1439
volvo,850,1995,regular_unleaded,168.0,5.0,manual,front_wheel_drive,4.0,luxury,midsize,sedan,26,18,870
acura,vigor,1994,regular_unleaded,176.0,5.0,manual,front_wheel_drive,4.0,luxury,midsize,sedan,24,18,204
acura,tlx,2015,premium_unleaded_(recommended),290.0,6.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,34,21,204
rolls-royce,silver_seraph,2001,premium_unleaded_(required),322.0,12.0,automatic,rear_wheel_drive,4.0,"exotic,luxury",large,sedan,15,11,86
bmw,6_series_gran_coupe,2016,premium_unleaded_(required),315.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,sedan,31,20,3916
volkswagen,jetta_gli,2013,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,4.0,performance,midsize,sedan,33,22,873
mitsubishi,outlander_sport,2016,regular_unleaded,168.0,4.0,automatic,four_wheel_drive,4.0,crossover,compact,4dr_suv,27,22,436
bmw,x6,2017,premium_unleaded_(required),445.0,8.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,21,15,3916
volkswagen,new_beetle,2008,regular_unleaded,150.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,20,873
infiniti,ex,2013,premium_unleaded_(recommended),325.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190
saab,9-5,2010,premium_unleaded_(recommended),300.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,27,16,376
mazda,navajo,1992,regular_unleaded,155.0,6.0,manual,rear_wheel_drive,2.0,,compact,2dr_suv,20,15,586
dodge,viper,2017,premium_unleaded_(required),645.0,10.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,19,12,1851
chevrolet,tahoe,2017,flex-fuel_(unleaded/e85),355.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,performance",large,4dr_suv,22,16,1385
cadillac,xts,2016,regular_unleaded,304.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,26,17,1624
nissan,murano,2016,regular_unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,28,21,2009
rolls-royce,silver_seraph,2002,premium_unleaded_(required),322.0,12.0,automatic,rear_wheel_drive,4.0,"exotic,luxury",large,sedan,15,11,86
infiniti,q70,2014,premium_unleaded_(required),330.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,24,17,190
porsche,911,2016,premium_unleaded_(required),475.0,6.0,automated_manual,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,coupe,20,15,1715
honda,s2000,2009,premium_unleaded_(required),237.0,4.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",compact,convertible,25,18,2202
audi,q7,2015,premium_unleaded_(required),333.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105
kia,rondo,2007,regular_unleaded,162.0,4.0,automatic,front_wheel_drive,4.0,,compact,wagon,26,19,1720
rolls-royce,ghost_series_ii,2016,premium_unleaded_(required),563.0,12.0,automatic,rear_wheel_drive,4.0,"exotic,luxury,performance",large,sedan,21,13,86
oldsmobile,cutlass_calais,1991,regular_unleaded,160.0,4.0,automatic,front_wheel_drive,2.0,,compact,coupe,30,21,26
ferrari,california_t,2015,premium_unleaded_(required),553.0,8.0,automated_manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,convertible,23,16,2774
mazda,3,2015,regular_unleaded,184.0,4.0,manual,front_wheel_drive,4.0,performance,compact,sedan,37,25,586
ford,e-series_van,2012,flex-fuel_(unleaded/e85),225.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,large,cargo_van,17,13,5657
plymouth,colt,1992,regular_unleaded,113.0,4.0,manual,all_wheel_drive,4.0,,compact,wagon,24,19,535
cadillac,dts,2009,regular_unleaded,275.0,8.0,automatic,front_wheel_drive,4.0,luxury,large,sedan,23,15,1624
ford,five_hundred,2005,regular_unleaded,203.0,6.0,automatic,all_wheel_drive,4.0,,large,sedan,23,17,5657
fiat,500,2015,premium_unleaded_(recommended),101.0,4.0,manual,front_wheel_drive,2.0,,compact,convertible,34,28,819
toyota,corolla,2016,regular_unleaded,132.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,37,29,2031
ferrari,458_italia,2015,premium_unleaded_(required),562.0,8.0,automated_manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,17,13,2774
chevrolet,aveo,2010,regular_unleaded,108.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,35,27,1385
mercedes-benz,slk-class,2016,premium_unleaded_(required),416.0,8.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,convertible,28,19,617
oldsmobile,cutlass,1999,regular_unleaded,150.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,26,17,26
lamborghini,gallardo,2012,premium_unleaded_(required),570.0,10.0,manual,all_wheel_drive,2.0,"exotic,factory_tuner,high-performance",compact,coupe,20,12,1158
hyundai,accent,2014,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,38,27,1439
chevrolet,tracker,2002,regular_unleaded,127.0,4.0,manual,rear_wheel_drive,2.0,,compact,convertible_suv,24,20,1385
scion,xb,2014,regular_unleaded,158.0,4.0,automatic,front_wheel_drive,4.0,,compact,wagon,28,22,105
toyota,rav4_hybrid,2016,regular_unleaded,194.0,4.0,automatic,all_wheel_drive,4.0,"crossover,hybrid",midsize,4dr_suv,31,34,2031
land_rover,lr4,2014,premium_unleaded_(required),340.0,6.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,19,14,258
oldsmobile,lss,1998,regular_unleaded,240.0,6.0,automatic,front_wheel_drive,4.0,,large,sedan,25,16,26
acura,tlx,2016,premium_unleaded_(recommended),206.0,4.0,automated_manual,front_wheel_drive,4.0,luxury,midsize,sedan,35,24,204
volkswagen,gli,2008,premium_unleaded_(required),200.0,4.0,automated_manual,front_wheel_drive,4.0,performance,compact,sedan,29,22,873
toyota,tacoma,2015,regular_unleaded,236.0,6.0,automatic,four_wheel_drive,4.0,,compact,crew_cab_pickup,21,16,2031
nissan,altima,2016,regular_unleaded,270.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,32,22,2009
lincoln,mks,2015,regular_unleaded,305.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,26,18,61
oldsmobile,intrigue,2002,regular_unleaded,215.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,27,18,26
mercedes-benz,gl-class,2014,premium_unleaded_(required),550.0,8.0,automatic,all_wheel_drive,4.0,"crossover,factory_tuner,luxury,high-performance",large,4dr_suv,17,13,617
audi,s4,2016,premium_unleaded_(required),333.0,6.0,automated_manual,all_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,28,18,3105
mercedes-benz,cla-class,2017,premium_unleaded_(required),208.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,32,23,617
saab,9-3_griffin,2012,premium_unleaded_(recommended),220.0,4.0,automatic,all_wheel_drive,4.0,luxury,compact,wagon,29,18,376
volkswagen,cabrio,2001,regular_unleaded,115.0,4.0,automatic,front_wheel_drive,2.0,,compact,convertible,26,20,873
volkswagen,beetle_convertible,2014,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,2.0,performance,compact,convertible,31,23,873
ford,f-150,2017,regular_unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,26,19,5657
honda,crosstour,2015,regular_unleaded,192.0,4.0,automatic,front_wheel_drive,4.0,"crossover,hatchback",midsize,4dr_hatchback,31,22,2202
buick,lacrosse,2015,flex-fuel_(unleaded/e85),304.0,6.0,automatic,all_wheel_drive,4.0,"flex_fuel,performance",large,sedan,26,17,155
infiniti,ex35,2009,premium_unleaded_(recommended),297.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,24,17,190
toyota,tundra,2017,regular_unleaded,381.0,8.0,automatic,four_wheel_drive,2.0,,large,regular_cab_pickup,17,13,2031
toyota,yaris,2016,regular_unleaded,106.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,37,30,2031
toyota,prius_v,2017,regular_unleaded,134.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,wagon,39,43,2031
pontiac,sunfire,2004,regular_unleaded,140.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,33,23,210
nissan,titan,2014,regular_unleaded,317.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,17,12,2009
chrysler,300m,2004,regular_unleaded,250.0,6.0,automatic,front_wheel_drive,4.0,performance,large,sedan,25,16,1013
cadillac,ats,2015,flex-fuel_(unleaded/e85),321.0,6.0,automatic,rear_wheel_drive,4.0,"flex_fuel,luxury,high-performance",compact,sedan,28,18,1624
aston_martin,vanquish,2016,premium_unleaded_(required),568.0,12.0,automatic,rear_wheel_drive,2.0,"exotic,high-performance",midsize,convertible,21,13,259
lexus,gx_460,2015,premium_unleaded_(required),301.0,8.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,20,15,454
mazda,cx-9,2015,regular_unleaded,273.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,4dr_suv,24,17,586
plymouth,colt,1993,regular_unleaded,136.0,4.0,manual,front_wheel_drive,4.0,,compact,wagon,26,19,535
mazda,truck,2003,regular_unleaded,207.0,6.0,manual,rear_wheel_drive,4.0,,compact,extended_cab_pickup,20,15,586
cadillac,ats,2015,flex-fuel_(unleaded/e85),321.0,6.0,automatic,rear_wheel_drive,4.0,"flex_fuel,luxury,high-performance",compact,sedan,28,18,1624
hyundai,elantra,2017,regular_unleaded,147.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,38,29,1439
buick,regal,2016,premium_unleaded_(recommended),259.0,4.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,30,21,155
bmw,activehybrid_x6,2011,premium_unleaded_(required),480.0,8.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance,hybrid",midsize,4dr_suv,19,17,3916
oldsmobile,silhouette,2003,regular_unleaded,185.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,24,17,26
dodge,viper,2017,premium_unleaded_(required),645.0,10.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,19,12,1851
chevrolet,astro_cargo,2005,regular_unleaded,190.0,6.0,automatic,rear_wheel_drive,3.0,,large,cargo_minivan,20,15,1385
chevrolet,colorado,2016,regular_unleaded,305.0,6.0,automatic,four_wheel_drive,4.0,diesel,compact,crew_cab_pickup,24,17,1385
lincoln,mkz,2017,regular_unleaded,,4.0,automatic,front_wheel_drive,4.0,"luxury,hybrid",midsize,sedan,38,41,61
scion,xd,2013,regular_unleaded,128.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,33,27,105
infiniti,g_coupe,2012,premium_unleaded_(recommended),330.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,25,18,190
chevrolet,captiva_sport,2015,flex-fuel_(unleaded/e85),180.0,4.0,automatic,front_wheel_drive,4.0,"crossover,flex_fuel",midsize,4dr_suv,28,20,1385
bmw,x4,2015,premium_unleaded_(required),300.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,27,19,3916
volkswagen,golf_alltrack,2017,regular_unleaded,170.0,4.0,automated_manual,all_wheel_drive,4.0,crossover,compact,wagon,30,22,873
mercedes-benz,m-class,2015,premium_unleaded_(required),329.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,22,18,617
chevrolet,impala,2016,flex-fuel_(unleaded/natural_gas),,6.0,automatic,front_wheel_drive,4.0,"flex_fuel,performance",large,sedan,25,17,1385
ford,e-250,1997,regular_unleaded,200.0,6.0,automatic,rear_wheel_drive,3.0,,large,cargo_van,17,12,5657
fiat,500,2016,premium_unleaded_(recommended),101.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,40,31,819
suzuki,forenza,2008,regular_unleaded,127.0,4.0,automatic,front_wheel_drive,4.0,,compact,wagon,27,19,481
gmc,acadia,2017,regular_unleaded,194.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,26,21,549
kia,sorento,2017,regular_unleaded,290.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,23,17,1720
honda,fit,2016,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,41,33,2202
mazda,3,2016,regular_unleaded,184.0,4.0,automatic,front_wheel_drive,4.0,performance,compact,sedan,39,28,586
gmc,sierra_1500_classic,2007,regular_unleaded,195.0,6.0,manual,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,21,15,549
suzuki,xl7,2009,regular_unleaded,252.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,24,17,481
acura,tl,2013,premium_unleaded_(recommended),305.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,26,18,204
volkswagen,jetta_sportwagen,2013,regular_unleaded,170.0,5.0,automatic,front_wheel_drive,4.0,,compact,wagon,31,24,873
honda,passport,2000,regular_unleaded,205.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,19,14,2202
volkswagen,jetta,2015,premium_unleaded_(recommended),210.0,4.0,automatic,front_wheel_drive,4.0,"factory_tuner,performance",midsize,sedan,32,24,873
bmw,7_series,2015,premium_unleaded_(required),445.0,8.0,automatic,all_wheel_drive,4.0,"luxury,high-performance",large,sedan,24,16,3916
ferrari,360,2003,premium_unleaded_(required),400.0,8.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,15,10,2774
dodge,stealth,1996,regular_unleaded,320.0,6.0,manual,all_wheel_drive,2.0,"factory_tuner,performance",compact,coupe,22,16,1851
audi,q7,2014,premium_unleaded_(required),280.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,22,16,3105
lotus,exige,2010,premium_unleaded_(recommended),240.0,4.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,26,20,613
ford,taurus,2015,flex-fuel_(unleaded/e85),288.0,6.0,automatic,all_wheel_drive,4.0,"flex_fuel,performance",large,sedan,26,18,5657
ford,escape_hybrid,2010,regular_unleaded,177.0,4.0,automatic,front_wheel_drive,4.0,"crossover,hybrid",compact,4dr_suv,31,34,5657
gmc,jimmy,2001,regular_unleaded,190.0,6.0,manual,four_wheel_drive,2.0,,compact,2dr_suv,16,13,549
rolls-royce,ghost,2013,premium_unleaded_(required),563.0,12.0,automatic,rear_wheel_drive,4.0,"exotic,luxury,performance",large,sedan,21,13,86
suzuki,xl7,2008,regular_unleaded,252.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,22,16,481
chevrolet,cruze_limited,2016,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,38,26,1385
subaru,impreza_wrx,2014,premium_unleaded_(required),265.0,4.0,manual,all_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,25,19,640
cadillac,cts_coupe,2013,regular_unleaded,318.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",midsize,coupe,27,18,1624
nissan,frontier,2015,regular_unleaded,261.0,6.0,manual,four_wheel_drive,4.0,,compact,extended_cab_pickup,21,16,2009
ford,f-150,2017,flex-fuel_(unleaded/e85),282.0,6.0,automatic,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,25,18,5657
chevrolet,trax,2017,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,33,25,1385
suzuki,vitara,2002,regular_unleaded,127.0,4.0,automatic,rear_wheel_drive,4.0,,compact,4dr_suv,23,20,481
lincoln,ls,2004,premium_unleaded_(required),232.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,24,17,61
tesla,model_s,2016,electric,,0.0,direct_drive,all_wheel_drive,4.0,"exotic,performance",large,sedan,102,101,1391
gmc,acadia,2016,regular_unleaded,281.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,22,15,549
honda,accord,2015,regular_unleaded,278.0,6.0,manual,front_wheel_drive,2.0,performance,midsize,coupe,28,18,2202
ford,f-150,2015,regular_unleaded,325.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,extended_cab_pickup,26,19,5657
chevrolet,sonic,2016,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,35,26,1385
volvo,xc60,2015,regular_unleaded,300.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,870
gmc,sierra_1500,2016,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,22,16,549
land_rover,range_rover_sport,2015,flex-fuel_(premium_unleaded_required/e85),510.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury,high-performance",midsize,4dr_suv,19,14,258
chevrolet,venture,2003,regular_unleaded,185.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,24,17,1385
bmw,6_series,2017,premium_unleaded_(required),315.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,28,19,3916
ford,transit_wagon,2017,regular_unleaded,275.0,6.0,automatic,rear_wheel_drive,3.0,diesel,large,passenger_van,19,14,5657
bmw,6_series_gran_coupe,2017,premium_unleaded_(required),445.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",large,sedan,24,17,3916
toyota,tundra,2016,regular_unleaded,381.0,8.0,automatic,rear_wheel_drive,4.0,,large,crew_cab_pickup,18,13,2031
toyota,echo,2005,regular_unleaded,108.0,4.0,automatic,front_wheel_drive,2.0,,compact,coupe,36,28,2031
infiniti,ex35,2008,premium_unleaded_(recommended),297.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,24,17,190
mercedes-benz,glk-class,2015,premium_unleaded_(required),302.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,25,18,617
volvo,850,1996,regular_unleaded,240.0,5.0,automatic,front_wheel_drive,4.0,"factory_tuner,luxury,performance",midsize,wagon,24,17,870
bentley,continental_gt_speed,2014,flex-fuel_(premium_unleaded_required/e85),616.0,12.0,automatic,all_wheel_drive,2.0,"exotic,flex_fuel,factory_tuner,luxury,high-performance",midsize,coupe,20,13,520
cadillac,cts_coupe,2013,regular_unleaded,318.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,27,18,1624
toyota,yaris,2016,regular_unleaded,106.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,36,30,2031
ford,escape_hybrid,2010,regular_unleaded,177.0,4.0,automatic,front_wheel_drive,4.0,"crossover,hybrid",compact,4dr_suv,31,34,5657
